time,pgn,destination,source,priority,data
15.395109,FFFF,0,0,0, 6406007DFFFFFFFF
15.547626,FFFF,0,0,0, F0FF7D0000FFFFFF
15.593616,FFFF,0,0,0, FF0000FF0BFFFFFF
15.735998,FFFF,0,0,0, 0000FFFF3FFFFFFF
15.948757,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
16.083324,FFFF,0,0,0, FF0000FF0BFFFFFF
16.188355,FFFF,0,0,0, F0FF7D0000FFFFFF
16.247308,FFFF,0,0,0, 6406007DFFFFFFFF
16.340614,FFFF,0,0,0, 0000FFFFFFFFFFFF
16.387576,FFFF,0,0,0, FF0000FF0BFFFFFF
16.469812,FFFF,0,0,0, 6406007DFFFFFFFF
16.528876,FFFF,0,0,0, 5C031E031EFFFFFF
16.578848,FFFF,0,0,0, F0FF7D0000FFFFFF
16.668806,FFFF,0,0,0, FF0000FF0BFFFFFF
16.784421,FFFF,0,0,0, FF0000FF0BFFFFFF
16.92527,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
17.041934,FFFF,0,0,0, 7D021EFFFFFFFFFF
17.178565,FFFF,0,0,0, 5C031E031EFFFFFF
17.232553,FFFF,0,0,0, 6406007DFFFFFFFF
17.277522,FFFF,0,0,0, F0FF7D0000FFFFFF
17.342546,FFFF,0,0,0, FF0000FFFFFFFFFF
17.443654,FFFF,0,0,0, 6406007DFFFFFFFF
17.567918,FFFF,0,0,0, FF003BFF00FFFFFF
17.628919,FFFF,0,0,0, F0FF7D0000FFFFFF
17.781832,FFFF,0,0,0, 0000FFFF3FFFFFFF
17.865931,FFFF,0,0,0, 0000FFFFFFFFFFFF
17.982877,FFFF,0,0,0, FFCFFFFFFFFFFFFF
18.064853,FFFF,0,0,0, 64100B0B2003007D
18.173043,FFFF,0,0,0, 0000FFFF3FFFFFFF
18.291318,FFFF,0,0,0, F0FF7D0000FFFFFF
18.472875,FFFF,0,0,0, FF0000FF0BFFFFFF
18.594431,FFFF,0,0,0, 6406007DFFFFFFFF
18.695543,FFFF,0,0,0, F880F1F000DF03FC
18.849947,FFFF,0,0,0, FF0000FFFFFFFFFF
19.284131,FFFF,0,0,0, FF0000FF0BFFFFFF
19.344097,FFFF,0,0,0, F0FF7D0000FFFFFF
19.412076,FFFF,0,0,0, 6406007DFFFFFFFF
19.553619,FFFF,0,0,0, 6406007DFFFFFFFF
19.616611,FFFF,0,0,0, F0FF7D0000FFFFFF
19.693634,FFFF,0,0,0, FFFFFFFFFFFFFFFF
19.911327,FFFF,0,0,0, 6406007DFFFFFFFF
20.07339,FFFF,0,0,0, FF003BFF00FFFFFF
20.163719,FFFF,0,0,0, FF0000FF0BFFFFFF
20.258705,FFFF,0,0,0, F0FF7D0000FFFFFF
20.46206,FFFF,0,0,0, FCFFFFFFB4370010130000007C280010130000
20.695878,FFFF,0,0,0, 6406007DFFFFFFFF
20.753845,FFFF,0,0,0, F0FF7D0000FFFFFF
20.844867,FFFF,0,0,0, 0000FFFF3FFFFFFF
20.978091,FFFF,0,0,0, 0000FFFFFFFFFFFF
21.05409,FFFF,0,0,0, 6406007DFFFFFFFF
21.103062,FFFF,0,0,0, FF0000FFFFFFFFFF
21.190198,FFFF,0,0,0, 6406007DFFFFFFFF
21.349939,FFFF,0,0,0, 0000FFFF3FFFFFFF
21.407893,FFFF,0,0,0, F0FF7D0000FFFFFF
21.495995,FFFF,0,0,0, F0FF7D0000FFFFFF
21.622001,FFFF,0,0,0, F0FF7D0000FFFFFF
21.743138,FFFF,0,0,0, 6406007DFFFFFFFF
21.877153,FFFF,0,0,0, 0000FFFF3FFFFFFF
21.997373,FFFF,0,0,0, 0000FFFFFFFFFFFF
22.068481,FFFF,0,0,0, 6406007DFFFFFFFF
22.180574,FFFF,0,0,0, 64100B0B2003007D
22.25152,FFFF,0,0,0, FF0000FF0BFFFFFF
22.37478,FFFF,0,0,0, 0000FFFF3FFFFFFF
22.565889,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
22.615858,FFFF,0,0,0, F0FF7D0000FFFFFF
22.665829,FFFF,0,0,0, FF0000FF0BFFFFFF
22.868428,FFFF,0,0,0, 73FFFFFFFFFFFFFF
23.005099,FFFF,0,0,0, 6406007DFFFFFFFF
23.092126,FFFF,0,0,0, 0000FFFF3FFFFFFF
23.144097,FFFF,0,0,0, F0FF7D0000FFFFFF
23.24204,FFFF,0,0,0, 0000FFFFFFFFFFFF
23.375895,FFFF,0,0,0, FFCFFFFFFFFFFFFF
23.55978,FFFF,0,0,0, 9E245E24FFFF60FE
23.61175,FFFF,0,0,0, 0000FFFF3FFFFFFF
23.783874,FFFF,0,0,0, 6406007DFFFFFFFF
23.917811,FFFF,0,0,0, 6406007DFFFFFFFF
24.010916,FFFF,0,0,0, 64100B0B2003007D
24.204097,FFFF,0,0,0, 0000FFFF3FFFFFFF
24.52554,FFFF,0,0,0, 0000FFFF3FFFFFFF
24.64578,FFFF,0,0,0, FF0000FF0BFFFFFF
24.855267,FFFF,0,0,0, 6406007DFFFFFFFF
24.99323,FFFF,0,0,0, 6406007DFFFFFFFF
25.102333,FFFF,0,0,0, FFFFFFFFFFFFFFFF
25.182332,FFFF,0,0,0, F0FF7D0000FFFFFF
25.273749,FFFF,0,0,0, F0FF7D0000FFFFFF
25.464647,FFFF,0,0,0, FF003CFF00FFFFFF
25.632165,FFFF,0,0,0, 5C031E031EFFFFFF
25.727111,FFFF,0,0,0, 6406007DFFFFFFFF
25.780089,FFFF,0,0,0, 5EFFFFFFFFFFFFFF
25.919031,FFFF,0,0,0, 6406007DFFFFFFFF
26.278853,FFFF,0,0,0, 0000FFFFFFFFFFFF
26.359792,FFFF,0,0,0, 6406007DFFFFFFFF
26.451182,FFFF,0,0,0, F0FF7D0000FFFFFF
26.545138,FFFF,0,0,0, 64100B0B2003007D
26.598107,FFFF,0,0,0, FFFFFFFFFFFFF500
26.651095,FFFF,0,0,0, F0FF7D0000FFFFFF
26.705046,FFFF,0,0,0, FF0000FF0BFFFFFF
26.757015,FFFF,0,0,0, 6406007DFFFFFFFF
26.842069,FFFF,0,0,0, 0000FFFF3FFFFFFF
26.956003,FFFF,0,0,0, F0FF7D0000FFFFFF
27.205207,FFFF,0,0,0, 5C031E031EFFFFFF
27.293438,FFFF,0,0,0, FF0000FF0BFFFFFF
27.435796,FFFF,0,0,0, 0000FFFF3FFFFFFF
27.496849,FFFF,0,0,0, F0FF7D0000FFFFFF
27.551807,FFFF,0,0,0, 6406007DFFFFFFFF
27.620778,FFFF,0,0,0, F0FF7D0000FFFFFF
27.714304,FFFF,0,0,0, FF0000FFFFFFFFFF
27.962441,FFFF,0,0,0, 5C031E031EFFFFFF
28.120602,FFFF,0,0,0, 0000FFFFFFFFFFFF
28.19264,FFFF,0,0,0, 64100B0B2003007D
28.346992,FFFF,0,0,0, 6406007DFFFFFFFF
28.443989,FFFF,0,0,0, 0000FFFF3FFFFFFF
28.524994,FFFF,0,0,0, FF0000FF0BFFFFFF
28.634175,FFFF,0,0,0, FF0000FF0BFFFFFF
28.749572,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
28.920967,FFFF,0,0,0, A0245E24FFFF60FE
28.975927,FFFF,0,0,0, 0000FFFF3FFFFFFF
29.039891,FFFF,0,0,0, 5C031E031EFFFFFF
29.291307,FFFF,0,0,0, 6406007DFFFFFFFF
29.40659,FFFF,0,0,0, F0FF7D0000FFFFFF
29.500632,FFFF,0,0,0, F880F1F000DF03FC
29.57059,FFFF,0,0,0, 0000FFFF3FFFFFFF
29.626564,FFFF,0,0,0, FF0000FF0BFFFFFF
29.844059,FFFF,0,0,0, 64100B0B2003007D
29.930286,FFFF,0,0,0, 6406007DFFFFFFFF
30.07146,FFFF,0,0,0, F0FF7D0000FFFFFF
30.173631,FFFF,0,0,0, FFFFFFFFFFFFFF79
30.29684,FFFF,0,0,0, E5FE00
30.458906,FFFF,0,0,0, 6406007DFFFFFFFF
30.627439,FFFF,0,0,0, 0000FFFF3FFFFFFF
30.728045,FFFF,0,0,0, FF0000FF0BFFFFFF
30.789056,FFFF,0,0,0, 0000FFFFFFFFFFFF
30.904241,FFFF,0,0,0, 001BFFFFFFFFFFFF
30.962208,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
31.019175,FFFF,0,0,0, F0FF7D0000FFFFFF
31.077139,FFFF,0,0,0, FF0000FF0BFFFFFF
31.143108,FFFF,0,0,0, 06007DFFFFFFFF18
31.260037,FFFF,0,0,0, 5C031E031EFFFFFF
31.51537,FFFF,0,0,0, F0FF7D0000FFFFFF
31.65546,FFFF,0,0,0, F0FF7D0000FFFFFF
31.714427,FFFF,0,0,0, FF0000FF0BFFFFFF
31.892352,FFFF,0,0,0, 6406007DFFFFFFFF
32.265421,FFFF,0,0,0, 6406007DFFFFFFFF
32.421714,FFFF,0,0,0, F0FF7D0000FFFFFF
32.480653,FFFF,0,0,0, FF0000FF0BFFFFFF
32.624916,FFFF,0,0,0, 0000FFFF3FFFFFFF
32.71391,FFFF,0,0,0, 6406007DFFFFFFFF
32.892302,FFFF,0,0,0, 7D021EFFFFFFFFFF
32.950268,FFFF,0,0,0, F0FF7D0000FFFFFF
33.008234,FFFF,0,0,0, FF0000FF0BFFFFFF
33.080194,FFFF,0,0,0, FFFFFFFFFFFFFFFF
33.139157,FFFF,0,0,0, FFFFFF00FFFFFFFA
33.211118,FFFF,0,0,0, 5C031E031EFFFFFF
33.271088,FFFF,0,0,0, F0FF7D0000FFFFFF
