Time,PGN,DA,SA,Prioirty,Data
1547754975.655151,126720,6,3,3,01 01 FF FF FF FF FF F5 
1547754975.656374,61184,0,6,1,64 15 1A F0 04 19 93 0E 
1547754975.656951,65097,255,71,3,FF FF FF FF FF FF FF FF 
1547754975.657523,65128,255,71,6,3C FF FF FF FF FF FF FF 
1547754975.658135,65091,255,71,3,00 00 FF FF 3F FF FF FF 
1547754975.658733,65535,255,6,6,73 FF FF FF FF FF FF FF 
1547754975.659238,61444,255,0,3,F0 FF 9C 16 1C FF FF FF 
1547754975.659813,65092,255,71,3,00 00 FF FF 3F FF FF FF 
1547754975.668665,61443,255,0,3,FF 00 23 FF 06 FF FF FF 
1547754975.669299,61184,255,0,3,64 06 2E 7D FF FF FF FF 
1547754975.669806,61184,255,0,6,64 10 01 01 CD 02 05 7D 
1547754975.675081,126720,6,3,3,01 01 FF FF FF FF FF F5 
1547754975.676324,61184,0,6,1,64 15 1B F0 09 19 93 0E 
1547754975.678679,61444,255,0,3,F0 FF 9D 18 1C FF FF FF 
1547754975.68865,61443,255,0,3,FF 00 23 FF 06 FF FF FF 
1547754975.689219,61184,255,0,3,64 06 2E 7D FF FF FF FF 
1547754975.695146,126720,6,3,3,01 01 FF FF FF FF FF F5 
1547754975.696363,61184,0,6,1,64 15 1C F0 04 19 93 0E 
1547754975.696939,65535,255,71,3,5E FF FF FF FF FF FF FF 
1547754975.697516,65265,255,71,6,FF 00 00 FF FF FF FF FF 
1547754975.698063,65534,255,6,3,5C 27 1D 27 1D FF FF FF 
1547754975.698664,65276,255,71,6,FF FF FF FF FF FF FF FF 
1547754975.699213,61444,255,0,3,F0 FF 9D 1A 1C FF FF FF 
1547754975.699743,61184,0,71,6,F2 20 61 0F FF FF FF FF 
1547754975.700345,61446,255,71,6,FF CF FF FF FF FF FF FF 
1547754975.700916,64991,255,71,7,FD FF FF FF FF FF FF FF 
1547754975.701525,61445,255,3,6,80 FF FF FF FF FF FF FF 
1547754975.708812,61443,255,0,3,FF 00 23 FF 06 FF FF FF 
1547754975.709382,61184,255,0,3,64 06 2D 7D FF FF FF FF 
1547754975.709957,64947,255,0,6,FF FF 94 29 FF FF FF FF 
1547754975.710558,61184,255,0,7,64 07 00 00 FF FF FF FF 
1547754975.715107,126720,6,3,3,01 01 FF FF FF FF FF F5 
1547754975.716353,61184,0,6,1,64 15 1D F0 04 19 93 0E 
1547754975.718709,61444,255,0,3,F0 FF 9C 12 1C FF FF FF 
